苏菲的世界,https://book.douban.com/subject/1045818/,8.5,65236人评价,最平易近人的哲学入门
许三观卖血记,https://book.douban.com/subject/1029791/,8.7,68155人评价,余华的悲凉，都在那一碗炒猪肝里了
1995-2005夏至未至,https://book.douban.com/subject/1049189/,7.3,69603人评价,当青春遁入歧途
撒哈拉的故事,https://book.douban.com/subject/1361264/,9.0,65159人评价,关于漂泊的一切
盗墓笔记,https://book.douban.com/subject/1948901/,8.3,65953人评价,想象奇诡的大型RPG游戏
霍乱时期的爱情,https://book.douban.com/subject/10594787/,9.0,72718人评价,义无反顾地直达爱情的核心
哈利·波特与凤凰社,https://book.douban.com/subject/1013129/,8.7,61058人评价,暴脾气的哈利
喜宝,https://book.douban.com/subject/2022979/,8.1,45922人评价,爱情才是终极的奢侈品
岛上书店,https://book.douban.com/subject/26340138/,7.6,82890人评价,爱书的人从不孤独
三生三世 十里桃花,https://book.douban.com/subject/3426869/,7.9,70236人评价,大风刮过有话要说
海边的卡夫卡,https://book.douban.com/subject/1059419/,8.1,64045人评价,背负诅咒的少年，平行世界中的奥德赛
文化苦旅,https://book.douban.com/subject/1050339/,7.7,67080人评价,“历史文化散文”
基督山伯爵,https://book.douban.com/subject/1085860/,9.0,53672人评价,完美的复仇，金庸用法语写作应该就是这样
窗边的小豆豆,https://book.douban.com/subject/1007914/,8.7,62144人评价,真正懂孩子的教育经
三国演义（全二册）,https://book.douban.com/subject/1019568/,9.2,57384人评价,是非成败转头空
黄金时代,https://book.douban.com/subject/1089243/,8.8,62480人评价,能把性爱写得如此坦荡的，大概只有王二了
悟空传,https://book.douban.com/subject/1003000/,8.4,63483人评价,猴子还是那个猴子，世界早已不是原来的世界
兄弟（上）,https://book.douban.com/subject/1401425/,8.3,60207人评价,历史苦难中的个人灾变
呼啸山庄,https://book.douban.com/subject/1119522/,8.4,59992人评价,近乎暴虐的爱与恨，中文译名后无来者
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,9.0,52357人评价,武侠的壳，政治斗争的核
少有人走的路,https://book.douban.com/subject/1775691/,8.4,58674人评价,成熟的心智通向更完善的自我
民主的细节,https://book.douban.com/subject/3813669/,8.6,55704人评价,公民养成手册
亲爱的安德烈,https://book.douban.com/subject/3369793/,8.7,57086人评价,龙应台母子对话，两代人的思想碰撞
灿烂千阳,https://book.douban.com/subject/2143732/,8.8,56709人评价,唯有希望与爱可以驱散阴霾
老人与海,https://book.douban.com/subject/1064275/,8.3,57902人评价,正是悲壮赋予生活以意义
遇见未知的自己,https://book.douban.com/subject/2340100/,8.1,56024人评价,都市灵修速成
一九八四·动物农场,https://book.douban.com/subject/1082387/,9.3,25360人评价,一个预言和一个寓言，令人窒息的政治恐怖
牧羊少年奇幻之旅,https://book.douban.com/subject/3608208/,8.6,58996人评价,你自己就是最大的宝藏
福尔摩斯探案全集（上中下）,https://book.douban.com/subject/1040211/,9.2,50100人评价,侦探小说鼻祖
小时代1.0折纸时代,https://book.douban.com/subject/3191328/,6.5,62046人评价,温习了很多奢侈品品牌名称
洛丽塔,https://book.douban.com/subject/1465324/,7.7,56370人评价,我的生命之光，我的欲望之火
百年孤独,https://book.douban.com/subject/1786670/,8.9,48597人评价,拉丁美洲圣经
1Q84 BOOK 2,https://book.douban.com/subject/4885241/,8.4,52519人评价,情节铺展渐次清明，高潮序曲
素年锦时,https://book.douban.com/subject/2256438/,7.8,52565人评价,呢喃自语，清简自持
情书,https://book.douban.com/subject/1080370/,8.6,50031人评价,一场误会中的两段爱情，东方式的含蓄隐忍
第一次的亲密接触,https://book.douban.com/subject/1024217/,7.4,53452人评价,那时候，去麦当劳约会还很高端……
神雕侠侣,https://book.douban.com/subject/1255624/,8.8,47573人评价,至情至性，情大于武
一座城池,https://book.douban.com/subject/1453210/,7.4,53192人评价,可能是韩寒最好笑的小说
茶花女,https://book.douban.com/subject/1013380/,8.2,52040人评价,妓女应当拥有爱情吗？
麦田里的守望者,https://book.douban.com/subject/1082518/,7.9,53204人评价,塞林格的麦田里，到处是坠落的青春
他的国,https://book.douban.com/subject/3394338/,7.5,51447人评价,总有光芒将你引导到清澈的地方
彼岸花,https://book.douban.com/subject/1065970/,7.8,49011人评价,安妮宝贝第一部长篇，现实与虚构的重合
西决,https://book.douban.com/subject/3598313/,7.9,48853人评价,无关风月的非典型青春小说
东方快车谋杀案,https://book.douban.com/subject/1827374/,9.0,41750人评价,谋杀诡计惊人，波洛的抉择耐人寻味
挪威的森林,https://book.douban.com/subject/2159042/,8.5,52774人评价,初读是色情，再读是爱情，三读是世情
这些都是你给我的爱,https://book.douban.com/subject/4714734/,8.4,45113人评价,只言片语的温暖
这些人，那些事,https://book.douban.com/subject/6388661/,8.8,44507人评价,平淡叙述下的惊心动魄
八月未央,https://book.douban.com/subject/1029159/,7.5,48775人评价,八月是一阵季风，生命是一场幻觉
当我谈跑步时我谈些什么,https://book.douban.com/subject/3369600/,8.1,48401人评价,村上同志告诉我们，身体是革命的本钱
明朝那些事儿（贰）,https://book.douban.com/subject/1949338/,8.9,44067人评价,万国来朝与北京保卫战，燃
清醒纪,https://book.douban.com/subject/1030052/,7.9,45368人评价,遗忘就和记得一样是送给彼此的纪念
一个陌生女人的来信,https://book.douban.com/subject/2154960/,8.7,47555人评价,暗恋的极致
蔡康永的说话之道,https://book.douban.com/subject/5317075/,7.1,50749人评价,会说话的人运气都不会太差
偷影子的人,https://book.douban.com/subject/10763902/,7.8,56396人评价,为偷来的影子找到光芒
陪安东尼度过漫长岁月,https://book.douban.com/subject/3014576/,8.3,43296人评价,真正的片段式写作
沉默的大多数,https://book.douban.com/subject/1054685/,9.1,44953人评价,沉默是沉默者的通行证
白鹿原,https://book.douban.com/subject/1085799/,8.6,46949人评价,中国乡村史诗
芒果街上的小屋,https://book.douban.com/subject/1794620/,7.8,44961人评价,那些微尘般漂浮的生活
羊脂球,https://book.douban.com/subject/1205370/,8.1,45178人评价,资产阶级的道貌岸然
鲁滨逊漂流记,https://book.douban.com/subject/1016003/,8.0,46481人评价,最早的荒野求生
灌篮高手31,https://book.douban.com/subject/1221515/,9.5,27282人评价,全剧终
撒哈拉的故事,https://book.douban.com/subject/1060068/,9.2,40204人评价,游荡的自由灵魂
巴黎圣母院,https://book.douban.com/subject/1024197/,8.3,43804人评价,潜藏于残缺下的美与崇高
肖申克的救赎,https://book.douban.com/subject/1829226/,9.1,40918人评价,希望让人自由，电影实在太有名
麦田里的守望者,https://book.douban.com/subject/2053249/,8.1,44233人评价,反英雄霍尔顿的一生
无声告白,https://book.douban.com/subject/26382433/,8.2,51841人评价,莉迪亚死了，可他们还不知道
嫌疑人X的献身,https://book.douban.com/subject/4117922/,9.0,40472人评价,东野说，这是最纯粹的爱情
山楂树之恋,https://book.douban.com/subject/2243213/,7.8,41509人评价,明净单纯
华胥引（全二册）,https://book.douban.com/subject/5916880/,8.4,40754人评价,现实不如梦中的圆满
地下铁,https://book.douban.com/subject/1056733/,8.3,39942人评价,黑暗世界中的点滴亮光
且听风吟,https://book.douban.com/subject/1039752/,7.8,43772人评价,我们通过孤独与世界沟通
钢铁是怎样炼成的,https://book.douban.com/subject/1013502/,7.6,45363人评价,激情燃烧的岁月，特殊年代的经典
红玫瑰与白玫瑰,https://book.douban.com/subject/1014278/,8.4,41639人评价,蚊子血还是饭黏子？
人生若只如初见,https://book.douban.com/subject/1856285/,7.2,43883人评价,是“何事秋风悲画扇”，不是西风
人间失格,https://book.douban.com/subject/4011670/,8.3,50147人评价,令人无从怜悯的绝望
鬼吹灯之精绝古城,https://book.douban.com/subject/1882933/,8.1,41373人评价,盗墓祖师名不虚传
安徒生童话故事集,https://book.douban.com/subject/1046209/,9.2,36542人评价,远不是童话那么简单
呐喊,https://book.douban.com/subject/1449351/,8.8,39163人评价,新文学的第一声呐喊
小团圆,https://book.douban.com/subject/3616310/,7.6,41699人评价,自传性作品，团圆只存在幻灭之中
泡沫之夏,https://book.douban.com/subject/1596305/,6.9,43363人评价,霸道总裁爱上我
会有天使替我爱你,https://book.douban.com/subject/1291760/,6.6,44312人评价,理想化
1984,https://book.douban.com/subject/4820710/,9.3,47075人评价,栗树荫下，我出卖你，你出卖我
年华是无效信,https://book.douban.com/subject/1227838/,7.6,39684人评价,女生间的微妙友谊
幻夜,https://book.douban.com/subject/4009552/,7.5,45307人评价,《白夜行》续篇，恶的幻夜吞噬一切
在路上,https://book.douban.com/subject/1917972/,7.8,39492人评价,我们非去不可，在到达之前，永不停止
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,8.9,34129人评价,侠之大者，为国为民
明朝那些事儿（1-9）,https://book.douban.com/subject/3674537/,9.1,40242人评价,不拘一格的历史书写
月亮忘記了,https://book.douban.com/subject/1358873/,8.6,35958人评价,月明星稀的晚上，看不见的，看见了
明朝那些事儿（叁）,https://book.douban.com/subject/2052448/,8.9,36665人评价,圣人般的王守仁，大娱乐家朱厚照
哭泣的骆驼,https://book.douban.com/subject/1029111/,8.9,30977人评价,沙漠中寻常的生与死
原来你还在这里,https://book.douban.com/subject/2331434/,7.6,39064人评价,还在的只有回忆
半生缘,https://book.douban.com/subject/1963684/,8.6,38284人评价,世钧，我们回不去了
此间的少年,https://book.douban.com/subject/1020459/,8.4,36325人评价,象牙塔里的金庸群侠
货币战争,https://book.douban.com/subject/2081876/,7.2,40239人评价,无所不能的罗斯柴尔德家族
佳期如梦,https://book.douban.com/subject/1962929/,7.9,36484人评价,玛丽苏成人童话
人类简史,https://book.douban.com/subject/25985021/,9.1,48749人评价
无人生还,https://book.douban.com/subject/3006581/,8.9,37981人评价,童谣杀人案
一個人住第5年,https://book.douban.com/subject/1346815/,8.4,35292人评价,独居生活之乐
了不起的盖茨比,https://book.douban.com/subject/1008988/,8.3,39904人评价,梦，就像黛西家的那一缕绿光
时间旅行者的妻子,https://book.douban.com/subject/2056749/,8.1,35881人评价,在时间的缝隙中穿行，然后相遇
告别薇安,https://book.douban.com/subject/1016523/,7.5,37905人评价,七月与安生
常识,https://book.douban.com/subject/3344676/,8.1,36080人评价,献给这个常识稀缺的时代
爱你就像爱生命,https://book.douban.com/subject/3071717/,8.8,38580人评价,王小波与李银河的两地书
撒哈拉的故事,https://book.douban.com/subject/6710437/,9.3,37242人评价,不枉来这世上走一遭
步步惊心,https://book.douban.com/subject/1812439/,8.1,35790人评价,现世太苦，不如穿越回去从头来过
皮囊,https://book.douban.com/subject/26278687/,7.6,45766人评价,皮囊之下，骨肉相连
二三事,https://book.douban.com/subject/1058234/,7.7,35994人评价,关于遗忘和记得的故事
兄弟（下）,https://book.douban.com/subject/1703544/,7.4,38073人评价,失控边缘的下部，但谁说荒诞就是不真
孤独六讲,https://book.douban.com/subject/4124727/,8.1,37199人评价,作为一种美学的孤独
乌合之众,https://book.douban.com/subject/1012611/,8.3,40088人评价,群氓心理剖析
盗墓笔记2,https://book.douban.com/subject/2057285/,8.2,35571人评价,秦岭神树细思极恐
明朝那些事儿（肆）,https://book.douban.com/subject/2253642/,8.8,33601人评价,大明朝当真名士如云
失恋33天,https://book.douban.com/subject/4238754/,8.1,34240人评价,失恋是一种病，痊愈之后百毒不侵
动物农场,https://book.douban.com/subject/2035179/,9.2,35300人评价,太阳底下并无新事
左耳,https://book.douban.com/subject/1469051/,7.0,38426人评价,当时只道是寻常
鹿鼎记（全五册）,https://book.douban.com/subject/1212893/,8.8,28561人评价,武侠的解构，流氓的狂欢
荆棘鸟,https://book.douban.com/subject/1086249/,8.6,32596人评价,澳洲乱世情
左手倒影，右手年华。,https://book.douban.com/subject/1006881/,6.7,38400人评价,明媚啊明媚
零下一度,https://book.douban.com/subject/1034108/,7.2,36180人评价,青春期习作
像少年啦飞驰,https://book.douban.com/subject/1009160/,7.3,36201人评价,属于少年的日子飞驰而过
寻路中国,https://book.douban.com/subject/5414391/,9.0,31606人评价,中国在路上，非虚构写作所能达到的高度
被窝是青春的坟墓,https://book.douban.com/subject/2339950/,7.7,34309人评价,“要有最朴素的生活，与最遥远的梦想“
我们台湾这些年,https://book.douban.com/subject/4113090/,7.4,35435人评价,平民视角下的台湾大事记
1Q84 BOOK 3,https://book.douban.com/subject/5502995/,7.6,35762人评价,兜了一大圈，村上还是回归了他的小确幸
关于莉莉周的一切,https://book.douban.com/subject/1926700/,7.7,33684人评价,残酷青春的艰难呼吸
机器猫哆啦A梦23,https://book.douban.com/subject/1204889/,9.5,27937人评价,满满的回忆
阿Q正传,https://book.douban.com/subject/1088065/,8.7,31871人评价,哀其不幸，怒其不争
乖，摸摸头,https://book.douban.com/subject/25984204/,7.4,36633人评价,他人的生活总是比你的精彩
大地之灯,https://book.douban.com/subject/1963310/,8.2,31134人评价,两代人的成长与救赎
摆渡人,https://book.douban.com/subject/26356948/,6.2,48983人评价
黄金时代,https://book.douban.com/subject/1082406/,8.9,31828人评价,永远生猛下去
明朝那些事儿（伍）,https://book.douban.com/subject/3009821/,8.8,30585人评价,内忧外患之际，你方唱罢我登场
骆驼祥子,https://book.douban.com/subject/1043815/,8.2,35383人评价,如骆驼喘息般深刻的绝望
盗墓笔记3,https://book.douban.com/subject/2298149/,8.4,31559人评价,逼近死亡的云顶天宫之旅
麦琪的礼物,https://book.douban.com/subject/1051193/,8.6,30650人评价,日常的奇迹
格林童话全集,https://book.douban.com/subject/1043008/,8.9,29556人评价,许多隐晦
如何阅读一本书,https://book.douban.com/subject/1013208/,8.4,34683人评价,读书的方法论
当我们谈论爱情时我们在谈论什么,https://book.douban.com/subject/4010969/,7.8,33734人评价,疏离而断裂，生活的冷与干涩
尘埃落定,https://book.douban.com/subject/1080309/,8.4,31326人评价,一个傻子的土司家族传奇
水仙已乘鲤鱼去,https://book.douban.com/subject/1018153/,7.8,30995人评价,暴食与减肥的桥段印象深刻
历史深处的忧虑,https://book.douban.com/subject/1027191/,9.0,28729人评价,窥见美国社会的一扇窗
嫌疑人X的献身,https://book.douban.com/subject/25924253/,9.0,33314人评价
小时代2.0虚铜时代,https://book.douban.com/subject/4038164/,6.3,35998人评价,淳朴自贡少年十里洋场欲海翻波为哪般
金锁记,https://book.douban.com/subject/3017857/,8.5,30564人评价,曹七巧就像希克厉，一个扭曲的英雄
你好，旧时光（上 下）,https://book.douban.com/subject/4166819/,8.8,29846人评价,原作名切题
东霓,https://book.douban.com/subject/4874131/,8.1,30517人评价,自毁而偏执的东霓
海贼王,https://book.douban.com/subject/1474773/,9.5,26749人评价,热血，梦想，希望
那些回不去的年少时光,https://book.douban.com/subject/4231381/,8.5,29877人评价,所有你曾热爱却正在遗忘的人和事
孩子你慢慢来,https://book.douban.com/subject/4207781/,8.8,30478人评价,我们现在怎样做母亲
橙,https://book.douban.com/subject/5327697/,8.2,28654人评价,定做一个刻着“不过如此”的章，盖在封面上
悲惨世界（上中下）,https://book.douban.com/subject/1205054/,8.9,27756人评价,现实主义与浪漫主义的至高杰作
盗墓笔记4,https://book.douban.com/subject/3266344/,8.4,29297人评价,蛇沼鬼城，坑越挖越多了
巴别塔之犬,https://book.douban.com/subject/2139305/,7.7,29895人评价,超越语言与生死的爱
香水,https://book.douban.com/subject/1292416/,8.5,28156人评价,恋味癖谋杀案
梦里花落知多少,https://book.douban.com/subject/2070844/,8.9,29248人评价,哀而不伤
一只特立独行的猪,https://book.douban.com/subject/1767945/,8.8,30130人评价,生活就是个缓慢受锤的过程，至少还可以特立独行
局外人,https://book.douban.com/subject/4908885/,9.0,37631人评价
一个人的朝圣,https://book.douban.com/subject/24934182/,8.1,34051人评价
史蒂夫·乔布斯传,https://book.douban.com/subject/6798611/,8.7,28342人评价,完美主义者的最高形态
看不见的城市,https://book.douban.com/subject/1863930/,8.8,27315人评价,每一座城市都只在想象中耸立，又在描述中坍圮
长恨歌,https://book.douban.com/subject/1082349/,8.2,29987人评价,现代上海史诗
匆匆那年（上下）,https://book.douban.com/subject/2567919/,8.3,27793人评价,不悔梦归处 只恨太匆匆
草样年华,https://book.douban.com/subject/1007334/,7.2,30167人评价,大学生活启蒙读物
往事并不如烟,https://book.douban.com/subject/1059336/,8.6,26927人评价,知识分子的命运浮沉
蔷薇岛屿,https://book.douban.com/subject/1063190/,8.0,27826人评价,你们不会彼此遗忘。只会彼此消失
我的路,https://book.douban.com/subject/1431836/,8.6,26156人评价,忧郁的温暖
菊与刀,https://book.douban.com/subject/1022238/,8.2,29955人评价,复杂矛盾的日本民族
倾城之恋,https://book.douban.com/subject/1985223/,8.7,27092人评价,棋逢对手，心照不宣
刀锋,https://book.douban.com/subject/2035162/,9.0,29686人评价
球状闪电,https://book.douban.com/subject/1192090/,8.7,28156人评价,量子之外，没有真相
谁动了我的奶酪？,https://book.douban.com/subject/1021056/,7.1,30741人评价,鸡汤文始祖
飞鸟集,https://book.douban.com/subject/1058661/,8.8,26307人评价,淡泊，超脱
七夜雪,https://book.douban.com/subject/1919201/,8.4,26124人评价,抵不过时间
曾有一个人，爱我如生命,https://book.douban.com/subject/3506871/,7.5,27967人评价,一见嘉遇误终身
那些年，我们一起追的女孩,https://book.douban.com/subject/1958227/,8.2,26785人评价,那些年错过的大雨
伊豆的舞女,https://book.douban.com/subject/1005521/,8.2,27814人评价,静美又残酷，无限柔软的川端
世界尽头与冷酷仙境,https://book.douban.com/subject/1291809/,8.6,26521人评价,交叉平行蒙太奇
傲慢与偏见,https://book.douban.com/subject/1401841/,9.0,26407人评价,百般曲折，终成眷属
最初的爱情 最后的仪式,https://book.douban.com/subject/4011440/,8.0,26818人评价,别被封面骗了
鬼吹灯之云南虫谷,https://book.douban.com/subject/1926103/,8.0,27272人评价,恐虫症慎入
明朝那些事儿（柒）：大结局,https://book.douban.com/subject/3626924/,8.9,25555人评价,大明崇祯万万年
把时间当作朋友,https://book.douban.com/subject/3609132/,8.5,26829人评价
秘密,https://book.douban.com/subject/3266968/,7.3,28966人评价,吸引力法则
天使与魔鬼,https://book.douban.com/subject/1228110/,8.2,26369人评价,科学与宗教的大乱斗
拆掉思维里的墙,https://book.douban.com/subject/4953695/,7.9,27688人评价,解放思想，实事求是
明朝那些事儿（陆）,https://book.douban.com/subject/3274113/,8.8,25695人评价,党争不息，西山日薄
佛祖在一号线,https://book.douban.com/subject/4872671/,8.2,25573人评价,嬉笑怒骂的常识分子
倚天屠龙记(共四册),https://book.douban.com/subject/1070851/,8.5,26065人评价,不识张郎是张郎
阿狸·梦之城堡,https://book.douban.com/subject/3554154/,9.0,24056人评价,治愈
杜拉拉2华年似水,https://book.douban.com/subject/3323987/,7.3,27313人评价,杜拉拉跳槽记
不朽,https://book.douban.com/subject/2382705/,7.6,26591人评价,所有须臾，化为不朽
